dataset_label,department_label,chunk_id,course_code,title,section,chunk_index,text,source_file
maths,maths,296,MATH 3P81,.,STATISTICS COURSES,1,Dataset: maths Course: MATH 3P81 - . Section: STATISTICS COURSES,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,297,STAT 3P82,Regression Analysis,STATISTICS COURSES,1,"Dataset: maths Course: STAT 3P82 - Regression Analysis Section: STATISTICS COURSES Description: Simple and multiple linear regression and correlation, measures of model adequacy, residual analysis, weighted least squares, polynomial regression, indicator variables, variable selection and model building, multicollinearity, time series, additional topics. Use of SAS, Maple or other statistical packages. Prerequisites: STAT (MATH) 1P11 or 1P12 ; STAT (MATH) 2P82 or permission of the instructor. Notes: this course has been approved by VEE (Validation by Education Experience) Administration Committee of the Society of Actuaries. To receive VEE credit, candidates will need a minimum grade of 70 percent. Completion of this course will replace previously assigned grade and credit obtained in Delivery: Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,298,MATH 3P82,.,STATISTICS COURSES,1,Dataset: maths Course: MATH 3P82 - . Section: STATISTICS COURSES,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,299,STAT 3P85,Mathematical Statistics II,STATISTICS COURSES,1,"Dataset: maths Course: STAT 3P85 - Mathematical Statistics II Section: STATISTICS COURSES Description: Multivariate, marginal and conditional distributions, independence, expectation, covariance, conditional expectation. Functions of random variables, transformation techniques, order statistics. Special and limiting distributions. Proof of central limit theorem. Point estimation: efficiency, consistency, law of large numbers, sufficiency, Rao-Blackwell theorem MVUE . Interval estimation. Hypothesis testing: Neyman-Pearson theory, likelihood ratio test, Bayesian inference. Prerequisites: STAT (MATH) 2P03 and STAT (MATH) 2P82 or permission of the instructor. Notes: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,300,STAT 3P85,Mathematical Statistics II,STATISTICS COURSES,2,"This course has been approved by the Society of Actuaries as a VEE credit in Mathematical Statistics. Completion of this course will replace previously assigned grade and credit obtained in Delivery: Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,301,MATH 3P85,.,STATISTICS COURSES,1,Dataset: maths Course: MATH 3P85 - . Section: STATISTICS COURSES,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,302,STAT 3P86,Applied Multivariate Statistics,STATISTICS COURSES,1,"Dataset: maths Course: STAT 3P86 - Applied Multivariate Statistics Section: STATISTICS COURSES Description: Matrix algebra and random vector, sample geometry and random sampling, multivariate normal distribution, inference about mean, comparison of several multivariate means, multivariate linear regression model, principle components, factor analysis, covariance analysis, canonical correlation analysis, discrimination and classification, cluster analysis, computational techniques and use of SAS, Maple or other statistical packages and related topics. Prerequisites: STAT (MATH) 1P11 or 1P12 ; STAT (MATH) 2P82 or permission of the instructor. Notes: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,303,STAT 3P86,Applied Multivariate Statistics,STATISTICS COURSES,2,"Completion of this course will replace previously assigned grade and credit obtained in Delivery: Lectures, 3 hours per week; lab 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,304,MATH 3P86,.,STATISTICS COURSES,1,"Dataset: maths Course: MATH 3P86 - . Section: STATISTICS COURSES Description: #STAT 3P87 Statistical Computing with R (also offered as DASA 3P87 ) Introduction to the R language for data manipulation, graphical exploration, and statistical analyses. Univariate and multivariate modelling of empirical data; robust methods; principal component analysis; model validation; spatial structure and analysis. Focus on the computational aspects of the above statistical analysis methods. Delivery: Lectures, 3 hours per week; Lab, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,305,STAT 2P98,or,STATISTICS COURSES,1,Dataset: maths Course: STAT 2P98 - or Section: STATISTICS COURSES,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,306,STAT 2P82,or permission of the instructor,STATISTICS COURSES,1,"Dataset: maths Course: STAT 2P82 - or permission of the instructor Section: STATISTICS COURSES Notes: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Major credit will not be granted to Mathematics majors.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,307,STAT 4F90,Honours Project,STATISTICS COURSES,1,"Dataset: maths Course: STAT 4F90 - Honours Project Section: STATISTICS COURSES Description: Independent project in an area of pure or applied mathematics,or mathematics education. Restrictions: open to MATH (single or combined) majors with either a minimum of 14.0 credits, a minimum 70 percent major average and a minimum 60 percent non-major average or approval to year 4 (honours) and permission of the instructor. Notes: carried out under the supervision of a faculty member. The supervisor must approve the topic in advance. Presentation of the project is required. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Completion of this course will replace previous assigned grade and credit obtained in",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,308,MATH 4F90,.,STATISTICS COURSES,1,Dataset: maths Course: MATH 4F90 - . Section: STATISTICS COURSES,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,309,STAT 4P81,Sampling Theory,STATISTICS COURSES,1,"Dataset: maths Course: STAT 4P81 - Sampling Theory Section: STATISTICS COURSES Description: Theory of finite population sampling; simple random sampling; sampling proportion; estimation of sample size; stratified random sampling; optimal allocation of sample sizes; ratio estimators; regression estimators; systematic and cluster sampling; multi-stage sampling; errors in surveys; computational techniques and use of SAS, Maple or other statistical packages and related topics. Prerequisites: STAT (MATH) 3P85 or permission of the instructor. Notes: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Completion of this course will replace previously assigned grade and credit obtained in Delivery: Lectures, 3 hours per week; lab, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,310,MATH 4P81,.,STATISTICS COURSES,1,Dataset: maths Course: MATH 4P81 - . Section: STATISTICS COURSES,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,311,STAT 4P82,Nonparametric Statistics,STATISTICS COURSES,1,"Dataset: maths Course: STAT 4P82 - Nonparametric Statistics Section: STATISTICS COURSES Description: Order statistics, rank statistics, methods based on binomial distribution, contingency tables, Kolmogorov Smirnov statistics, nonparametric analysis of variance, nonparametric regression, comparisons with parametric methods. Computational techniques and use of SAS, Maple or other statistical packages. Prerequisites: STAT (MATH) 3P85 or permission of the instructor. Notes: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Completion of this course will replace previously assigned grade and credit obtained in Delivery: Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,312,MATH 4P82,.,STATISTICS COURSES,1,Dataset: maths Course: MATH 4P82 - . Section: STATISTICS COURSES,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,313,STAT 4P84,Topics in Stochastic Processes and Models,STATISTICS COURSES,1,"Dataset: maths Course: STAT 4P84 - Topics in Stochastic Processes and Models Section: STATISTICS COURSES Description: Topics may include general stochastic processes, Markov chains and processes, renewal process, branching theory, stationary processes, stochastic models, Monte Carlo simulations and related topics. Use of SAS, Maple or other statistical packages. Prerequisites: STAT (MATH) 3P85 or permission of the instructor. Notes: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Completion of this course will replace previously assigned grade and credit obtained in Delivery: Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,314,MATH 4P84,.,STATISTICS COURSES,1,Dataset: maths Course: MATH 4P84 - . Section: STATISTICS COURSES,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,315,STAT 4P85,Topics in Advanced Statistics,STATISTICS COURSES,1,"Dataset: maths Course: STAT 4P85 - Topics in Advanced Statistics Section: STATISTICS COURSES Description: Topics may include advanced topics in stochastic processes and models, queueing theory, time series analysis, multivariate analysis, Bayesian statistics, advanced methods and theory in statistical inference, and related topics. Use of SAS, Maple or other statistical packages. Prerequisites: STAT (MATH) 3P85 or permission of the instructor. Notes: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Completion of this course will replace previously assigned grade and credit obtained in Delivery: Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,316,MATH 4P85,.,STATISTICS COURSES,1,Dataset: maths Course: MATH 4P85 - . Section: STATISTICS COURSES,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,317,STAT 4P87,Computational Statistics,STATISTICS COURSES,1,"Dataset: maths Course: STAT 4P87 - Computational Statistics Section: STATISTICS COURSES Description: Classification: logistic regression, linear and quadratic discriminant analysis; Resampling methods: cross-validation and bootstrap; Linear model selection and regularization: subset selection, shrinkage methods, dimension reduction methods, considerations in high dimensions; Nonlinear regression: polynominal regression, regression splines, smoothing splines, local regression and generalized additive models; Tree-based methods: decision trees, bagging, random forests, and boosting; Support vector machines: maximal margin classifier, support vector classifiers, support vector machines (SVMs), SVMs with more than two classes; Unsupervised learning: principal component analysis, clustering methods.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,318,STAT 4P87,Computational Statistics,STATISTICS COURSES,2,"Prerequisites: one of Restrictions: open to Data Sciences and Analytics majors only Delivery: Lectures, 3 hours per week; Lab, 1 hour per week",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,319,STAT 3P82,and,STATISTICS COURSES,1,Dataset: maths Course: STAT 3P82 - and Section: STATISTICS COURSES,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,320,STAT 3P86,or,STATISTICS COURSES,1,Dataset: maths Course: STAT 3P86 - or Section: STATISTICS COURSES Description: STAT ( DASA ) 3P87 or permission of the instructor,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,321,STAT 4P89,Bayesian and causal Bayesian Networks,STATISTICS COURSES,1,"Dataset: maths Course: STAT 4P89 - Bayesian and causal Bayesian Networks Section: STATISTICS COURSES Description: Representation (factorizing joint probabilistic distributions, exploiting probabilistic independence, d- separation, I-map, naive Bayes); parameter learning (maximum likelihood estimation, Bayesian parameter estimation); structure learning (constrained and score-based approaches, Bayesian model averaging); learning with incomplete data (parameter and structure learning, learning with hidden variables); causal Bayesian networks (intervention, SCMs, inference, learning); Inference. Use of R or Python. Delivery: Lectures, 3 hours per week; lab/tutorial, 1 hour per week",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,322,STAT 3P85,or the permission of the instructor,STATISTICS COURSES,1,Dataset: maths Course: STAT 3P85 - or the permission of the instructor Section: STATISTICS COURSES,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,323,MATH 0N01,Co-op Work Placement I,CO-OP COURSES,1,Dataset: maths Course: MATH 0N01 - Co-op Work Placement I Section: CO-OP COURSES Description: First co-op work placement (4 months) with an approved employer. Restrictions: open to MATH and MICA Co-op students.,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,324,MATH 0N02,Co-op Work Placement II,CO-OP COURSES,1,Dataset: maths Course: MATH 0N02 - Co-op Work Placement II Section: CO-OP COURSES Description: Second co-op work placement (4 months) with an approved employer. Restrictions: open to MATH and MICA Co-op students.,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,325,MATH 0N03,Co-op Work Placement III,CO-OP COURSES,1,Dataset: maths Course: MATH 0N03 - Co-op Work Placement III Section: CO-OP COURSES Description: Third co-op work placement (4 months) with an approved employer. Restrictions: open to MATH and MICA Co-op students.,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,326,MATH 0N04,Co-op Work Placement IV,CO-OP COURSES,1,Dataset: maths Course: MATH 0N04 - Co-op Work Placement IV Section: CO-OP COURSES Description: Optional co-op work placement (4 months) with an approved employer. Restrictions: open to MATH and MICA Co-op students.,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,327,MATH 0N05,Co-op Work Placement V,CO-OP COURSES,1,Dataset: maths Course: MATH 0N05 - Co-op Work Placement V Section: CO-OP COURSES Description: Optional co-op work placement (4 months) with an approved employer. Restrictions: open to MATH and MICA Co-op students.,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,328,MATH 2C01,Co-op Reflective Learning and Integration I,CO-OP COURSES,1,Dataset: maths Course: MATH 2C01 - Co-op Reflective Learning and Integration I Section: CO-OP COURSES Description: Provides students with the opportunity to apply what they haveve learned in their academic studies through career-oriented work experiences at employer sites. Prerequisites: SCIE 0N90 . Restrictions: open to MATH and MICA Co-op students.,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,329,MATH 0N01,.,CO-OP COURSES,1,"Dataset: maths Course: MATH 0N01 - . Section: CO-OP COURSES Notes: students will be required to prepare learning objectives, participate in a site visit, write a work term report and receive a successful work term performance evaluation. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,330,MATH 2C02,Co-op Reflective Learning and Integration II,CO-OP COURSES,1,Dataset: maths Course: MATH 2C02 - Co-op Reflective Learning and Integration II Section: CO-OP COURSES Description: Provides students with the opportunity to apply what they haveve learned in their academic studies through career-oriented work experiences at employer sites. Prerequisites: SCIE 0N90 . Restrictions: open to MATH and MICA Co-op students.,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,331,MATH 0N02,.,CO-OP COURSES,1,"Dataset: maths Course: MATH 0N02 - . Section: CO-OP COURSES Notes: students will be required to prepare learning objectives, participate in a site visit, write a work term report and receive a successful work term performance evaluation. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,332,MATH 2C03,Co-op Reflective Learning and Integration III,CO-OP COURSES,1,Dataset: maths Course: MATH 2C03 - Co-op Reflective Learning and Integration III Section: CO-OP COURSES Description: Provides students with the opportunity to apply what they haveve learned in their academic studies through career-oriented work experiences at employer sites. Prerequisites: SCIE 0N90 . Restrictions: open to MATH and MICA Co-op students.,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,333,MATH 0N03,.,CO-OP COURSES,1,"Dataset: maths Course: MATH 0N03 - . Section: CO-OP COURSES Notes: students will be required to prepare learning objectives, participate in a site visit, write a work term report and receive a successful work term performance evaluation. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,334,MATH 2C04,Co-op Reflective Learning and Integration IV,CO-OP COURSES,1,Dataset: maths Course: MATH 2C04 - Co-op Reflective Learning and Integration IV Section: CO-OP COURSES Description: Provides students with the opportunity to apply what they haveve learned in their academic studies through career-oriented work experiences at employer sites. Prerequisites: SCIE 0N90 . Restrictions: open to MATH and MICA Co-op students.,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,335,MATH 0N04,.,CO-OP COURSES,1,"Dataset: maths Course: MATH 0N04 - . Section: CO-OP COURSES Notes: students will be required to prepare learning objectives, participate in a site visit, write a work term report and receive a successful work term performance evaluation. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,336,MATH 2C05,Co-op Reflective Learning and Integration V,CO-OP COURSES,1,Dataset: maths Course: MATH 2C05 - Co-op Reflective Learning and Integration V Section: CO-OP COURSES Description: Provides students with the opportunity to apply what they haveve learned in their academic studies through career-oriented work experiences at employer sites. Prerequisites: SCIE 0N90 . Restrictions: open to MATH and MICA Co-op students.,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,337,MATH 0N05,.,CO-OP COURSES,1,"Dataset: maths Course: MATH 0N05 - . Section: CO-OP COURSES Notes: students will be required to prepare learning objectives, participate in a site visit, write a work term report and receive a successful work term performance evaluation. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Last updated: December 3, 2024 @ 02:12PM",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
