dataset_label,department_label,course_code,subject,number,section,title,description,prerequisites,corequisites,restrictions,notes,delivery,source_file
maths,maths,MATH 1P05,MATH,1P05,MATHEMATICS COURSES,Applied Calculus I,"Differential calculus emphasizing problem solving, calculation and applications. Precalculus topics, limits and asymptotic analysis, continuity, derivatives and differentiability, implicit differentiation, linear approximation. Applications: slope, rates of change, maximum and minimum, convexity, curve sketching, L'Hospital's rule. Antiderivatives, integrals, fundamental theorem of calculus, integration by substitution. Use of a computer algebra system. (Software Fee Required)",Grade 12 mathematics MHF4U or,,,,"Lectures,3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P20,MATH,1P20,MATHEMATICS COURSES,.,,,,,"designed for students in the sciences, computer science, and future teachers. Students must successfully complete the Mathematics Skills Test. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Software Fee Required. Completion of this course will replace previously assigned grade and credit obtained in MATH 1P01 and 1P97 .",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P06,MATH,1P06,MATHEMATICS COURSES,Applied Calculus II,"Integral calculus emphasizing problem solving, calculations and applications. Further techniques of integration. Areas between curves, volumes, arc length and probabilities. 1st order differential equations. Sequences and series: convergence tests, Taylor and Maclaurin series and applications. Use of computer algebra system. (Software Fee Required)",MATH 1P01 or 1P05 .,,,"Designed for students in the sciences, computer science, and future teachers. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Software Fee Required. Completion of this course will replace previous assigned grade and credit obtained in","Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P02,MATH,1P02,MATHEMATICS COURSES,.,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P07,MATH,1P07,MATHEMATICS COURSES,Applied Calculus I For Engineers,"Differential calculus emphasizing problem solving, calculation and applications. Precalculus topics,limits and asymptotic analysis, continuity, derivative and differentiability, implicit differentiation, linear approximation. Applications: slope, rate of changes, maximum and minimum, convexity, curve sketching, L'Hospitial's rule. Antiderivatives, intergrals, fundamental theorem of calculus, integration by substitution. Examples from Engineering . Use of a computer algebra system.",,,Open to Engineering Majors,"This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Completion of this course will replace previously assigned grade and credit obtained in MATH 1P01.","Lectures, 3 hours per week; lab, 1 hour per week, tutorial 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P08,MATH,1P08,MATHEMATICS COURSES,Applied Calculus II For Engineers,"Integral calculus emphasizing problem solving, calculations and applications. Further techniques of integration. Areas between curves, volumes, arc length and probabilities. 1st order differential equations. Sequences and series: convergence tests, Taylor and Maclaurin series and applications. Examples from Engineering . Use of computer algebra system.",MATH 1P01 or 1P07,,Open to Engineering Majors.,"This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.Completion of this course will replace previous assigned grade and credit obtained in","Lectures, 3 hours per week; lab, 1 hour per week, tutorial 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P02,MATH,1P02,MATHEMATICS COURSES,MATH 1P11,"Linear Algebra I Review of complex numbers and vector geometry in R 2 and R 3 . Matrix algebra: operations on matrices and their properties. General determinants and applications. Solving linear systems using Gauss-Jordan elimination, reduced row echelon form and LU factorization. Applications of linear systems. Introduction to finite-dimensional vector spaces, basis and dimension. Use of a computer algebra system.",two grade 12 mathematics credits including MCV4U.,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Completion of this course will replace previous assigned grade and credit obtained in","Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P12,MATH,1P12,MATHEMATICS COURSES,.,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P12,MATH,1P12,MATHEMATICS COURSES,Applied Linear Algebra,"Systems of linear equations with applications. Matrix algebra. Determinants. Vector geometry in R 2 and R 3 dot product, norm and projections, cross product, lines and planes. Complex numbers. Euclidean n-space. Linear transformations from R n to R m . Focus on applications of linear algebra to sciences and integrated use of a computer algebra system.",one grade 12 mathematics credit or,,,,"Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P20,MATH,1P20,MATHEMATICS COURSES,or permission of instructor.,,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Software Fee Required. Completion of this course will replace previous assigned grade and credit obtained in",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P11,MATH,1P11,MATHEMATICS COURSES,.,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P13,MATH,1P13,MATHEMATICS COURSES,Linear Algebra For Engineers,"Systems of linear equations with applications. Matrix algebra. Invertible matrices and determinants. Vector space Rn, dot product, norm and distance. Subspace, linear combinations, linear spans, and linear independence. Eigenvalues and eigenvectors of square matrices. Complex numbers. Applications of linear algebra to engineering systems and integrated use of a computer algebra system.",,,open to Engineering Majors.,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Completion of this course will replace previous assigned grade and credit obtained in","Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P11,MATH,1P11,MATHEMATICS COURSES,or,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P12,MATH,1P12,MATHEMATICS COURSES,.,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P20,MATH,1P20,MATHEMATICS COURSES,Introduction to Mathematics,"Essential mathematics skills required for university mathematics courses. Sets, real and complex numbers, solutions of equations and inequalities, algebra of polynomials, trigonometry, functions and related concepts, including rational, exponential, logarithmic, and trigonometric functions composition and inverse of functions.",one grade 11 mathematics credit.,,,"not open to students with credit in any university calculus course. Cannot be used toward a Mathematics teachable subject at Brock. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Software Fee Required.","Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P40,MATH,1P40,MATHEMATICS COURSES,Mathematics Integrated with Computers and Applications I,"Exploration of ideas and problems in algebra, differential equations, and dynamical systems using computers. Topics include number theory, integers mod p, roots of equations, fractals, predator-prey models and the discrete logistic equation for population growth.",MATH 1P01 or 1P05 .,,"open to MATH (single or combined), MATH (Honours)/BEd (Intermediate/Senior) majors and minors until date specified in Registration guide.","this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.","Lectures, 2 hours per week; lab, 2 hours per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P66,MATH,1P66,MATHEMATICS COURSES,Mathematical Reasoning,"Introduction to mathematical reasoning, logic and proofs including mathematical induction. Basics of set theory.",,,,,"Lectures, 3 hours per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P20,MATH,1P20,MATHEMATICS COURSES,", or equivalent of Ontario MHF4U or MCV4U.",,,,,"MCB4U recommended. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Software Fee Required.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P67,MATH,1P67,MATHEMATICS COURSES,Mathematics for Computer Science,"Development and analysis of algorithms, complexity of algorithms, recursion solving recurrence relations and relations and functions.",,COSC 1P03 .,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Software Fee Required.","Lectures, 3 hours per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P70,MATH,1P70,MATHEMATICS COURSES,Mathematics in Culture,"Role of mathematics in past and contemporary cultures including applications to science, society and the arts. Topics may include the stock market, social media, cryptography, history of numbers, statistics in newspapers, game theory, music, epidemics, and mathematics in movies and television.",,,not open to Mathematics (single or combined) majors.,"major credit will not be granted to Mathematics majors. Cannot be used toward a Mathematics teachable subject for programs at Brock. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.","Lectures, 3 hours per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P97,MATH,1P97,MATHEMATICS COURSES,Calculus With Applications,"Lines, polynomials, logarithms and exponential functions; two-sided limits; rates of change using derivatives; max and min of functions using derivatives; higher derivatives and concavity; area under a curve using integrals; optimization of functions of two variables using partial derivatives; growth and decay using differential equations; applications to many different disciplines; use of computer algebra systems.",,,not open to Mathematics (single or combined) majors. Not open to students with credits in any university calculus course.,,"Lectures, 3 hours per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P20,MATH,1P20,MATHEMATICS COURSES,or one grade 12 mathematics credit.,,,,,"designed for students in Biological Sciences , Biotechnology , Business , Earth Sciences , Economics , Environmental Geoscience, Geography and Medical Sciences . Major credit will not be granted to Mathematics majors. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Software Fee Required.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P03,MATH,2P03,MATHEMATICS COURSES,Multivariable Calculus,"Functions of two and three variables, partial derivatives, gradient, critical points, maxima and minima, Taylor expansion, inverse and implicit function theorems. Cartesian, polar, cylindrical and spherical coordinates. Curves and surfaces, parametric representation, tangent space. Two- and three-dimensional integration, line and surface integrals.",,,,,"Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P02,MATH,1P02,MATHEMATICS COURSES,",",1P06 or permission of the instructor.,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P04,MATH,2P04,MATHEMATICS COURSES,Basic Concepts of Analysis,"Sets; mappings, countability; properties of the real number system; inner product, norm, and the Cauchy-Schwarz inequality; compactness and basic compactness theorems (Cantor's theorem, the Bolzano-Weierstrass theorem, the Heine-Borel theorem); connectedness; convergence of sequences; Cauchy sequences; continuous and uniformly continuous functions.",,,,,"Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P03,MATH,2P03,MATHEMATICS COURSES,.,,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Software Fee Required.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P08,MATH,2P08,MATHEMATICS COURSES,Ordinary Differential Equations,"Linear and nonlinear first-order differential equations. Basic existence and uniqueness theory. Analytical and numerical solution methods. Qualitative analysis of autonomous systems including periodic cycles and steady-states, modelling and applications of differential equations; Hamiltonian systems and dissipative systems. Modelling and applications of differential equations. Use of Maple.",,,,,"Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P11,MATH,1P11,MATHEMATICS COURSES,or,1P12 ;,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P02,MATH,1P02,MATHEMATICS COURSES,or,"1P06 , or permission of the instructor.",,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P12,MATH,2P12,MATHEMATICS COURSES,Linear Algebra II,"General vector spaces. Basis and dimension. Row and column spaces. Rank and nullity; the dimension theorem. Real inner product spaces. Angles and orthogonality. Orthonormal bases. Gram-Schmidt process. Eigenvalues, eigenvectors and diagonalization. Linear transformations. Applications to differential equations and least square fitting. Use of a computer algebra system.",,,,,"Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P11,MATH,1P11,MATHEMATICS COURSES,or,1P12 .,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Software Fee Required.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P13,MATH,2P13,MATHEMATICS COURSES,Linear Algebra III - Advanced,"Review and further study of vector spaces over arbitrary fields. General linear transformations. Kernel and range. Invertibility. Matrices of linear transformations. Similarity. Isomorphism. Complex vector spaces and inner product spaces. Unitary, normal, symmetric, skew-symmetric and Hermitian operators. Orthogonal projections and the spectral theorem. Bilinear and quadratic forms. Jordan canonical form.",,,,,"Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P12,MATH,2P12,MATHEMATICS COURSES,.,,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P40,MATH,2P40,MATHEMATICS COURSES,Mathematics Integrated with Computers and Applications II,"Theory and applications of mathematical modelling and simulation. Topics may include discrete dynamical systems, Monte-Carlo methods, stochastic models, the stock market, epidemics, analysis of DNA, chaotic dynamical systems, cellular automata and predator-prey.",,,,,"Lectures, lab, 4 hours per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P02,MATH,1P02,MATHEMATICS COURSES,or,1P06 ;,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P40,MATH,1P40,MATHEMATICS COURSES,or permission of the instructor.,,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Completion of this course will replace previous assigned grade and credit obtained in",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2F40,MATH,2F40,MATHEMATICS COURSES,.,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P52,MATH,2P52,MATHEMATICS COURSES,Principles of Mathematics for Primary and Junior Teachers,Mathematical concepts and ideas in number systems; geometry and probability arising in the Primary and Junior school curriculum.,,,open to students admitted to the Aboriginal Teacher Education (Primary and Junior) program; students must have a minimum of 5.0 overall credits.,"designed to meet the mathematics admission requirement for the Primary/Junior Pre-service program of the Faculty of Education at Brock University. Not open to students holding credit in any grade 12 or university mathematics course. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.","Lectures, seminar, 4 hours per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P75,MATH,2P75,MATHEMATICS COURSES,Introductory Financial Mathematics,"Mathematical models arising in finance and insurance. Compound interest, the time-value of money, annuities, mortgages, insurance, measures of risk. Introduction to stocks, bonds and options.","one of MATH 1P01, 1P05 , 1P97 , MATH /",,,,"Lectures, lab, 4 hours per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,STAT 1P98,STAT,1P98,MATHEMATICS COURSES,.,,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P90,MATH,2P90,MATHEMATICS COURSES,Euclidean and Non-Euclidean Geometry I,"Development of Euclidean and non-Euclidean geometry from Euclid to the 19th century. Deductive nature of plane Euclidean geometry as an axiomatic system, central role of the parallel postulate and general consideration of axiomatic systems for geometry in general and non-Euclidean geometry in particular. Introduction to transformation geometry. Use of Geometer's Sketchpad.",one MATH or STAT credit.,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.","Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P91,MATH,2P91,MATHEMATICS COURSES,Discrete Optimization,"Problems and methods in discrete optimization. Linear programming: problem formulation, the simplex method, software, and applications. Network models: assignment problems, max-flow problem. Directed graphs: topological sorting, dynamic programming and path problems, and the travelling salesman's problem. General graphs: Eulerian and Hamiltonian paths and circuits, and matchings.",,,,,"Lectures, 3 hours per week; lab, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P11,MATH,1P11,MATHEMATICS COURSES,or,1P12,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Software Fee Required. Completion of this course will replace previous assigned grade and credit obtained in",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P72,MATH,2P72,MATHEMATICS COURSES,.,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P92,MATH,2P92,MATHEMATICS COURSES,Introduction to Combinatorics,"Counting, inclusion and exclusion, pigeonhole principle, permutations and combinations, derangements, binomial expansions. Introduction to discrete probability and graph theory, Eulerian graphs, Hamilton Cycles, colouring, planarity, and trees.",two 4U mathematics credits or permission of the instructor.,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Completion of this course will replace previous assigned grade and credit obtained in","Lectures, 3 hours per week; tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P71,MATH,2P71,MATHEMATICS COURSES,.,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P94,MATH,2P94,MATHEMATICS COURSES,Introduction to Network Analysis,"Complex networks and their properties, random graphs, network formation models. Webgraph: models, search engines, page-ranking algorithms. Community clustering, community structure. Opinion formation, on-line social networks.",two 4U mathematics credits or permission of the instructor.,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Completion of this course will replace previous assigned grade and credit obtained in","Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P77,MATH,2P77,MATHEMATICS COURSES,.,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P95,MATH,2P95,MATHEMATICS COURSES,Mathematics and Music,"Scales and temperaments, history of the connections between mathematics and music, set theory in atonal music, group theory applied to composition and analysis, enumeration of rhythmic canons, measurement of melodic similarity using metrics, topics in mathematical music theory, applications of statistics to composition and analysis.","one of MATH 1P01, 1P02 , 1P05 , 1P06 , 1P97 ;",,,,"Lectures, 3 hours per week; lab/tutorial 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P11,MATH,1P11,MATHEMATICS COURSES,or,1P12 or permission of the instructor.,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P96,MATH,2P96,MATHEMATICS COURSES,Mathematical Methods in Physics,Topics in mathematics used in Physics and Engineering . Vector algebra and calculus; matrix algebra; algebra of complex numbers; Fourier and Laplace transforms.,,,not open to Mathematics (single or combined) majors.,,"Lectures, 3 hours per week; lab/tutorial, 1 hour per week",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P11,MATH,1P11,MATHEMATICS COURSES,or,1P12 ;,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P02,MATH,1P02,MATHEMATICS COURSES,or,1P06 ;,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P03,MATH,2P03,MATHEMATICS COURSES,", or permission of the instructor.",,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P97,MATH,2P97,MATHEMATICS COURSES,Problem Solving,"Solving mathematical problems using insight and creative thinking. Topics may include pigeonhole principle, finite and countable sets, probability theory, congruences and divisibility, polynomials, generating functions, inequalities, limits, geometry, and mathematical games.",MATH 1P01 or 1P05 ;,,,,"Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P11,MATH,1P11,MATHEMATICS COURSES,or,1P12 ;,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P92,MATH,2P92,MATHEMATICS COURSES,(,2P71 ) or MATH /,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,STAT 2P81,STAT,2P81,MATHEMATICS COURSES,or permission of instructor.,,,,,"recommended to students wishing to participate in mathematical problem solving competitions. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P03,MATH,3P03,MATHEMATICS COURSES,Real Analysis,"Approximation of functions by algebraic and trigonometric polynomials (Taylor and Fourier series); Weierstrass approximation theorem; Riemann integral of functions on R n , the Riemann-Stieltjes integral on R; improper integrals; Fourier transforms.",,,,,"Lectures, 3 hours per week; tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P04,MATH,2P04,MATHEMATICS COURSES,.,,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P04,MATH,3P04,MATHEMATICS COURSES,Complex Analysis,"Algebra and geometry of complex numbers, complex functions and their derivatives; analytic functions; harmonic functions; complex exponential and trigonometric functions and their inverses; contour integration; Cauchy's theorem and its consequences; Taylor and Laurent series; residues.",,,,,"Lectures, 3 hours per week; tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P03,MATH,2P03,MATHEMATICS COURSES,.,,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P06,MATH,3P06,MATHEMATICS COURSES,Vector Calculus and Differential Geometry,"Vector fields, vector algebra, vector calculus; gradient, curl and divergence. Polar, cylindrical and spherical coordinates. Green's, Stokes' and divergence theorems. Introduction to differential geometry of surfaces. Topics may include differential forms, exterior calculus, frames, Gauss-Bonnet theorem.",,,,,"Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P11,MATH,1P11,MATHEMATICS COURSES,or,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 1P12,MATH,1P12,MATHEMATICS COURSES,;,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P03,MATH,2P03,MATHEMATICS COURSES,.,,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P08,MATH,3P08,MATHEMATICS COURSES,Advanced Differential Equations,"Sturm-Liouville theory for linear second-order differential equations. Series expansions by orthogonal functions.Fourier series;Hermite and Laguerre polynomials; Legendre functions and spherical harmonics.Emphasis on applications to physical science,including the harmonic oscillator,hydrogen atom,Schrodinger equation and electromagnetic waves. Use of Maple for graphing.",,,,,"Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P08,MATH,2P08,MATHEMATICS COURSES,.,,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P09,MATH,3P09,MATHEMATICS COURSES,Partial Differential Equations,"Survey of linear and nonlinear partial differential equations. Analytical solution methods. Existence and uniqueness theorems, variational principles, symmetries, and conservation laws. Emphasis on applications to physical sciences. Use of Maple.",,,,,"Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P08,MATH,2P08,MATHEMATICS COURSES,.,,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P12,MATH,3P12,MATHEMATICS COURSES,Applied Algebra,"Group theory with applications. Topics include modular arithmetic, symmetry groups and the dihedral groups, subgroups, cyclic groups, permutation groups, group isomorphism, Burnside's theorem, cosets and Lagrange's theorem, direct products and cryptography, normal subgroups and factor groups.",,,,,"Lectures, 3 hours per week; lab/tutorial, 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P12,MATH,2P12,MATHEMATICS COURSES,or permission of the instructor.,,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P13,MATH,3P13,MATHEMATICS COURSES,Abstract Algebra,"Further topics in group theory: homomorphisms and isomorphism theorems, structure of finite abelian groups. Rings and ideals; polynomial rings; quotient rings. Division rings and fields; field extensions; finite fields; constructability.",,,,,"Lectures, 3 hours per week; lab/tutorial 1 hour per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P12,MATH,3P12,MATHEMATICS COURSES,.,,,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P23,MATH,3P23,MATHEMATICS COURSES,Great Moments in Mathematics I,"Triumphs in mathematical thinking emphasizing many cultures up to 1000 AD. Analytical understanding of mathematical problems from the past, referencing the stories and times behind the people who solved them. Matching wits with great mathematicians by solving problems and developing activities related to their discoveries.",one MATH or STAT credit.,,,"this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term. Completion of this course will replace previous assigned grade and credit obtained in","Lectures, 4 hours per week.",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P93,MATH,2P93,MATHEMATICS COURSES,.,,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 3P30,MATH,3P30,MATHEMATICS COURSES,Introduction to Actuarial Modeling,"Introduction to long-term insurance coverages (life insurance, annuities, pensions); survival models and life tables; life insurance benefits; life annuities. Introduction to short-term insurance coverages (property and casualty insurance); frequency and severity distributions; aggregate claim models; parametric and nonparametric estimations.",,,,,"Lecture, 3 hours per week; Lab/Tutorial 1 hour per week",2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
maths,maths,MATH 2P75,MATH,2P75,MATHEMATICS COURSES,", one of",,,,,,,2024-2025-Undergraduate-Calendar-Mathematics-and-Statistics.html
